Accession,ExhibitType,URL,Method,Subsidiary,Jurisdiction,NestingLevel,ParentName,Ownership,Footnotes,IsNested
,,,,"BCP 8/BCP Asia Holdings Manager L.L.C.","",0,,,"CYM",false
,,,,"BCP 8/BEP 3 Holdings Manager L.L.C.","",0,,,"CYM",false
,,,,"BCP 8/BEP 3 Holdings Manager L.L.C.","",0,,,"",false
,,,,"BCP 8/BEP 3/BCP Asia Holdings Manager L.L.C.","",0,,,"CYM",false
,,,,"BCP 9 Holdings Manager L.L.C.","",0,,,"",false
,,,,"BCP 9/BCP Asia 2 Holdings Manager L.L.C.","",0,,,"CYM",false
,,,,"BCP 9/BETP 4 Holdings Manager L.L.C.","",0,,,"CYM",false
,,,,"BCP 9/BETP 4 Holdings Manager L.L.C.","",0,,,"",false
,,,,"BCP Asia 2 Holdings Manager L.L.C.","",0,,,"CYM",false
,,,,"BCP Asia Athena ESC Ltd.","",0,,,"Cayman",false
,,,,"BCP Asia II SidebySide GP L.L.C.","",0,,,"",false
,,,,"BCP Asia III SidebySide GP L.L.C.","",0,,,"",false
,,,,"BCP Asia SidebySide GP L.L.C.","",0,,,"",false
,,,,"BCP Asia SidebySide GP NQ L.L.C.","",0,,,"",false
,,,,"BCP CC Holdings GP L.L.C.","",0,,,"",false
,,,,"BCP IV GP L.L.C.","",0,,,"",false
,,,,"BCP IV SidebySide GP L.L.C.","",0,,,"",false
,,,,"BCP IX GP L.L.C.","",0,,,"",false
000139388325000041,EX-21,"https://www.sec.gov/Archives/edgar/data/1393883/000139388325000041/a2024q4211subsidiariesofre.htm",Nested,"Dice Inc.","",0,,,"",false
,,,,"Dice Career Solutions, Inc.","",0,,,"",false
,,,,"Targeted Job Fairs, Inc.","",0,,,"",false
000143774925007535,EX-21,"https://www.sec.gov/Archives/edgar/data/1395585/000143774925007535/ex/784096.htm",Nested,"Trinity Mortgage Corporation","",0,,,"",false
,,,,"Trinity Life Insurance Company","",0,,,"",false
,,,,"Family Benefit Life Insurance Company","",0,,,"",false
,,,,"Trinity American, Inc.","",0,,,"",false
000095017025030394,EX-21,"https://www.sec.gov/Archives/edgar/data/1395937/000095017025030394/sndx-ex21/subsidiaries.htm",Nested,"Syndax Securities Corporation","Massachusetts",0,,,"",false
,,,,"Syndax Europe B.V.","Netherlands",0,,,"",false
000139594225000007,EX-21,"https://www.sec.gov/Archives/edgar/data/1395942/000139594225000007/exhibit211-subsidiariesofo.htm",Nested,"25400714 Quebec Inc.","",0,,,"",false
,,,,"504811 NB Ltd.","",0,,,"",false
,,,,"51937 Newfoundland & Labrador Limited","",0,,,"",false
,,,,"79378 Manitoba Inc.","",0,,,"",false
,,,,"ADESA Auctions Canada Corporation","",0,,,"",false
,,,,"ADESA Corporation, LLC","",0,,,"",false
,,,,"ADESA Dealer Services, LLC","",0,,,"",false
,,,,"ADESA Mexico, LLC","",0,,,"",false
,,,,"ADESA Montreal Corporation","",0,,,"",false
,,,,"ADESA Quebec Corporation","",0,,,"",false
,,,,"ADESA Remarketing Services Inc.","",0,,,"",false
,,,,"ADESA, Inc.","",0,,,"",false
,,,,"AFC CAL, LLC","",0,,,"",false
,,,,"AFC Funding Corporation","",0,,,"",false
,,,,"Auction Frontier, LLC","",0,,,"",false
,,,,"Auction Vehicles of Mexico, S. de R.L. de C.V.","",0,,,"",false
,,,,"AuctionTrac, LLC","",0,,,"",false
,,,,"Automotive Finance Canada Inc.","",0,,,"",false
,,,,"Automotive Finance Consumer Division, LLC","",0,,,"",false
,,,,"Automotive Finance Corporation","",0,,,"",false
,,,,"Autoniq, LLC","",0,,,"",false
,,,,"AutoVIN Canada Inc.","",0,,,"",false
,,,,"AutoVIN, Inc.","",0,,,"",false
,,,,"BacklotCars Uruguay S.A.S.","",0,,,"",false
,,,,"BacklotCars UY, S.R.L.","",0,,,"",false
,,,,"BacklotCars, Inc.","",0,,,"",false
,,,,"BLC UY Quota Holdings, LLC","",0,,,"",false
,,,,"Car Quality Services GmbH","",0,,,"",false
,,,,"CarCo Technologies, LLC","",0,,,"",false
,,,,"CarsArrive Network, Inc.","",0,,,"",false
,,,,"CARWAVE, LLC","",0,,,"",false
,,,,"Clearplan, LLC","",0,,,"",false
,,,,"KAR Auction Services International Limited","",0,,,"",false
,,,,"LaneLink, LLC","",0,,,"",false
,,,,"MobileTrac LLC","",0,,,"",false
,,,,"NEPO Auto Centre, Inc.","",0,,,"",false
,,,,"Nth Gen Software LLC","",0,,,"Florida",false
,,,,"Nth Gen Software, Inc.","",0,,,"",false
,,,,"OPENLANE Belgium NV","",0,,,"",false
,,,,"OPENLANE Canada Co.","",0,,,"",false
,,,,"OPENLANE Canada Inc.","",0,,,"",false
000139681425000041,EX-21,"https://www.sec.gov/Archives/edgar/data/1396814/000139681425000041/pcrx-12312024xex211.htm",Nested,"Pacira Pharmaceuticals, Inc.","",0,,,"",false
,,,,"Pacira CryoTech, Inc.","",0,,,"",false
,,,,"Pacira Pharmaceuticals International, Inc.","",0,,,"",false
,,,,"Pacira Therapeutics, Inc.","",0,,,"",false
,,,,"GQ Bio Therapeutics Belgium SRL","",0,,,"",false
,,,,"GQ Bio Therapeutics GmbH","",0,,,"",false
,,,,"Pacira Ireland Limited","",0,,,"",false
,,,,"Pacira Limited","",0,,,"",false
000139791125000018,EX-21,"https://www.sec.gov/Archives/edgar/data/1397911/000139791125000018/exhibit21120241231.htm",Nested,"1.","LPL Holdings, Inc.**",0,,,"",false
,,,,"2.","PTC Holdings, Inc.**",0,,,"",false
,,,,"3.","The Private Trust Company, N.A.",0,,,"",false
,,,,"4.","LPL Financial LLC",0,,,"",false
,,,,"5.","LPL Insurance Associates, Inc.",0,,,"",false
,,,,"6.","AW Subsidiary, Inc.**",0,,,"",false
,,,,"7.","AdvisoryWorld",0,,,"",false
,,,,"8.","LPL Employee Services, LLC**",0,,,"",false
,,,,"9.","Allen & Company of Florida, LLC",0,,,"",false
,,,,"10.","Blaze Portfolio Systems LLC",0,,,"",false
,,,,"11","Financial Resources Group Investment Services, LLC",0,,,"",false
,,,,"12","LPL Enterprise, LLC",0,,,"",false
,,,,"13","Atria Wealth Solutions, Inc",0,,,"",false
000139865925000035,EX-21,"https://www.sec.gov/Archives/edgar/data/1398659/000139865925000035/exhibit211.htm",Nested,"Genpact Argentina S.R.L.","",0,,,"",false
,,,,"Genpact Australia Pty Ltd.","",0,,,"",false
,,,,"Headstrong Pty Ltd.","",0,,,"Australia",false
,,,,"Genpact Global Limited","",0,,,"Bermuda",false
,,,,"Genpact Global Holdings Limited","",0,,,"Bermuda",false
,,,,"Genpact Brasil Gestão de Processos Operacionais Ltda.","",0,,,"",false
,,,,"Genpact Bulgaria EOOD","",0,,,"",false
,,,,"Genpact Canada Services Company","",0,,,"",false
,,,,"Headstrong Canada Company","",0,,,"",false
,,,,"Genpact Co. Ltd.","",0,,,"Dalian",false
,,,,"Genpact Information & Technology Service Co., Ltd.","",0,,,"Foshan",false
,,,,"Genpact Information & Technology Service Co., Ltd.","",0,,,"Suzhou",false
,,,,"Genpact Colombia S.A.S.","",0,,,"",false
,,,,"Genpact International Services Costa Rica, S.R.L.","",0,,,"",false
,,,,"Genpact Czech s.r.o.","",0,,,"",false
,,,,"Genpact Egypt LLC","",0,,,"",false
,,,,"Genpact AdministracionesGuatemala, S.A.","",0,,,"",false
,,,,"Lean Digital Services Guatemala, S.A.","",0,,,"",false
,,,,"Servicios Internacionales De Atencion Al Cliente, Limitada","",0,,,"",false
,,,,"Genpact Deutschland GmbH","",0,,,"",false
,,,,"Headstrong GmbH","",0,,,"",false
,,,,"Headstrong Ltd.","",0,,,"Hong Kong",false
,,,,"Genpact Services Hungary Kft","",0,,,"",false
,,,,"Enquero Global LLP","",0,,,"",false
,,,,"Genpact Enterprise Risk Consulting LLP","",0,,,"",false
,,,,"Genpact India Private Limited","",0,,,"",false
,,,,"Genpact Mobility Services Pvt. Ltd.","",0,,,"I",false
,,,,"Headstrong Services India Pvt. Ltd.","",0,,,"",false
,,,,"RAGE Frameworks India Pvt. Ltd.","",0,,,"",false
,,,,"Rightpoint India Digital Private Limited","",0,,,"",false
,,,,"Genpact Ireland Private Limited","",0,,,"",false
,,,,"Genpact DS Services Ltd","",0,,,"",false
,,,,"Genpact Consulting K.K.","",0,,,"",false
,,,,"Genpact Japan Business Services K.K.","",0,,,"",false
,,,,"Genpact Japan K.K.","",0,,,"",false
,,,,"Genpact Kenya Limited","",0,,,"",false
,,,,"Genpact Latvia SIA","",0,,,"",false
,,,,"Genpact Luxembourg S.à r.l.","",0,,,"",false
,,,,"Genpact Luxembourg S.à r.l. II","",0,,,"",false
000168316825002475,EX-21,"https://www.sec.gov/Archives/edgar/data/1398805/000168316825002475/beam/ex2101.htm",Nested,"Amiga Doo Kraljevo, a Serbian company","",0,,,"",false
,,,,"Telcom Doo Beograd","",0,,,"",false
000155837025002590,EX-21,"https://www.sec.gov/Archives/edgar/data/1399520/000155837025002590/stks-20241231xex21d1.htm",Nested,"9401415 Canada Ltd.","Canada",0,,,"",false
,,,,"Asellina Marks LLC","Delaware",0,,,"",false
,,,,"Basement Manager, LLC","New York",0,,,"",false
,,,,"Benihana Addison Corp.","Florida",0,,,"",false
,,,,"Benihana Bethesda Corp.","New York",0,,,"",false
,,,,"Benihana Bloomington Corp.","Delaware",0,,,"",false
,,,,"Benihana Boca Raton Corp.","Florida",0,,,"",false
,,,,"Benihana Brickell Station Corp.","Delaware",0,,,"",false
,,,,"Benihana Broomfield Corp.","Delaware",0,,,"",false
,,,,"Benihana Carlsbad Corp.","Delaware",0,,,"",false
,,,,"Benihana Carson Concession Corp.","Florida",0,,,"",false
,,,,"Benihana Chandler Corp.","Delaware",0,,,"",false
,,,,"Benihana Chicago Corp.","Florida",0,,,"",false
,,,,"Benihana Chino Hills Corp.","Florida",0,,,"",false
,,,,"Benihana Columbus Corp.","Delaware",0,,,"",false
,,,,"Benihana Concession Holding Corp.","Florida",0,,,"",false
,,,,"Benihana Conroe Corp.","Florida",0,,,"",false
,,,,"Benihana Coral Springs Corp.","Delaware",0,,,"",false
,,,,"Benihana Downey Corp.","Florida",0,,,"",false
,,,,"Benihana Employee Assistance Fund, Inc.","Florida",0,,,"",false
,,,,"Benihana Encino Corp.","California",0,,,"",false
,,,,"Benihana Inc.","Delaware",0,,,"",false
,,,,"Benihana International, Inc.","Delaware",0,,,"",false
,,,,"Benihana Kansas City Concession Corp.","Florida",0,,,"",false
,,,,"Benihana Las Colinas Corp.","Texas",0,,,"",false
,,,,"Benihana Las Vegas Corp.","Florida",0,,,"",false
,,,,"Benihana Lombard Corp.","Illinois",0,,,"",false
,,,,"Benihana Marina Corp.","California",0,,,"",false
,,,,"Benihana Miami Gardens Concession Corp.","Florida",0,,,"",false
,,,,"Benihana National Corp.","Delaware",0,,,"",false
,,,,"Benihana National of Florida Corp.","Delaware",0,,,"",false
,,,,"Benihana New York Corp.","Delaware",0,,,"",false
,,,,"Benihana NY Baseball Concession Corp.","Florida",0,,,"",false
,,,,"Benihana of Dallas, Inc.","Texas",0,,,"",false
,,,,"Benihana of Puente Hills Corp.","Delaware",0,,,"",false
,,,,"Benihana of Texas, Inc.","Texas",0,,,"",false
,,,,"Benihana Ontario Corp.","Delaware",0,,,"",false
,,,,"Benihana Orlando Corp.","Delaware",0,,,"",false
,,,,"Benihana Phoenix Basketball Concession Corp.","Florida",0,,,"",false
,,,,"Benihana Plano Corp.","Texas",0,,,"",false
,,,,"Benihana Plymouth Meeting Corp.","Delaware",0,,,"",false
,,,,"Benihana San Mateo Corp.","Florida",0,,,"",false
,,,,"Benihana Santa Anita Corp.","Delaware",0,,,"",false
,,,,"Benihana Schaumburg Corp.","Delaware",0,,,"",false
,,,,"Benihana Sunrise Corporation","Delaware",0,,,"",false
,,,,"Benihana Temecula Corp.","Florida",0,,,"",false
,,,,"Benihana Westbury Corp.","Delaware",0,,,"",false
,,,,"Benihana Wheeling Corp.","Delaware",0,,,"",false
,,,,"Benihana Woodlands Corp.","Texas",0,,,"",false
,,,,"Big Splash Kendall Corp.","Delaware",0,,,"",false
,,,,"BNCGC Corp.","Florida",0,,,"",false
,,,,"Bridge Hospitality, LLC","California",0,,,"",false
,,,,"CA Aldwych Limited","United Kingdom",0,,,"",false
,,,,"Haru Amsterdam Avenue Corp.","New York",0,,,"",false
,,,,"Haru Broadway Corp.","New York",0,,,"",false
,,,,"Haru Food Corp.","New York",0,,,"",false
,,,,"Haru Gramercy Park Corp.","New York",0,,,"",false
,,,,"Haru Holding Corp.","Delaware",0,,,"",false
000095017025029999,EX-21,"https://www.sec.gov/Archives/edgar/data/1400810/000095017025029999/hci-ex21.htm",Nested,"Homeowners Choice Property & Casualty Insurance Company, Inc.","",0,,,"",false
,,,,"Homeowners Choice Managers, Inc.","",0,,,"",false
,,,,"Claddaugh Casualty Insurance Company Ltd.","",0,,,"",false
,,,,"Cypress Property Management Services, Inc.","",0,,,"",false
,,,,"Cypress Claims Services, Inc.","",0,,,"",false
,,,,"Greenleaf Capital LLC","",0,,,"",false
,,,,"Omega Insurance Agency, Inc.","",0,,,"",false
,,,,"Southern Administration, Inc.","",0,,,"",false
,,,,"Enclave Services, Inc.","",0,,,"",false
,,,,"HCI Insurance Administration Services, Inc.","",0,,,"",false
,,,,"TypTap Insurance Company","",0,,,"",false
,,,,"perRisk Insurance Company","",0,,,"",false
,,,,"Tailrow Insurance Company","",0,,,"",false
,,,,"Core Risk Managers, LLC","",0,,,"",false
,,,,"Tailrow Funding, LLC","",0,,,"",false
,,,,"Tailrow Risk Managers, LLC","",0,,,"",false
,,,,"TypTap Insurance Group, Inc.","",0,,,"",false
,,,,"TypTap Management Company","",0,,,"",false
,,,,"Cypress Tech Development Company, Inc.","",0,,,"",false
,,,,"Exzeo USA, Inc.","",0,,,"",false
,,,,"Dark Horse Re, LLC","",0,,,"",false
,,,,"Gators on the Pass Holdings, LLC","",0,,,"",false
,,,,"John’s Pass Marina Investment Holdings, LLC","",0,,,"",false
,,,,"JP Beach Holdings, LLC","",0,,,"",false
,,,,"Pass Investment Holdings, LLC","",0,,,"",false
,,,,"TI Marina Company, Inc.","",0,,,"",false
,,,,"Treasure Island Restaurant Company, Inc.","",0,,,"",false
,,,,"TV Investment Holdings LLC","",0,,,"",false
,,,,"Silver Springs Property Investments LLC","",0,,,"",false
,,,,"Melbourne FMA, LLC","",0,,,"",false
,,,,"FMKT Mel Owner LLC","",0,,,"",false
,,,,"HCPCI Holdings LLC","",0,,,"",false
,,,,"Sorrento PBX LLC","",0,,,"",false
,,,,"Greenleaf Essence, LLC","",0,,,"",false
,,,,"Century Park Holdings, LLC","",0,,,"",false
,,,,"Gulf To Bay LM, LLC","",0,,,"",false
,,,,"Westview Holdings, LLC","",0,,,"",false
,,,,"Corporate Oaks Property Holdings LLC","",0,,,"",false
000140089125000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1400891/000140089125000009/exhibit21-ihmedia2024q4.htm",Nested,"Aircheck India Pvt. Ltd.","India",0,,,"",false
,,,,"Media Monitors Sdn. Bhd.","Malaysia",0,,,"M",false
,,,,"Media Monitors Dominican Republic","Panama",0,,,"",false
,,,,"Radio Computing Services Pty Ltd.","South Africa",0,,,"Africa",false
,,,,"Radio Computing Services Pvt. Ltd.","India",0,,,"India",false
,,,,"Radio Computing Services Ltd.","New Zealand",0,,,"NZ",false
,,,,"Radio Computing Services Pte Ltd.","Singapore",0,,,"SEA",false
,,,,"Radio Computing Services Ltd.","Thailand",0,,,"Thailand",false
,,,,"Radio Computing Services Ltd.","United Kingdom",0,,,"UK",false
,,,,"Radio Computing Services Canada Ltd.","Canada",0,,,"",false
,,,,"Radio Computing Services of Australia Pty Ltd.","Australia",0,,,"",false
,,,,"Radiojar SA","Greece",0,,,"",false
,,,,"RCS Europe SARL","France",0,,,"",false
,,,,"RCS Radio Computing China, Inc.","China",0,,,"",false
,,,,"RCS Works Mena DMCC","Dubai",0,,,"",false
,,,,"RCS Taiwan Technology Co., Ltd.","Taiwan",0,,,"",false
,,,,"RCS Technologies Greece","Greece",0,,,"",false
,,,,"VLabs, S.r.L","Italy",0,,,"",false
,,,,"Triton Digital Spain, S.L.","Spain",0,,,"",false
,,,,"121cast Pty Ltd","Australia",0,,,"dba Omny",false
,,,,"Spacial Ltd.","Mauritius",0,,,"Mauritius",false
,,,,"Spacial South Africa Ltd.","South Africa",0,,,"Pty",false
,,,,"Triton Digital Canada, Inc.","Canada",0,,,"",false
,,,,"Triton Digital Canada, Inc. UK Branch","United Kingdom",0,,,"",false
,,,,"Manadge","France",0,,,"",false
000140125725000012,EX-21,"https://www.sec.gov/Archives/edgar/data/1401257/000140125725000012/exhibit211subsidiaries2024.htm",Nested,"Forum B+V Oil Tools GmbH","",0,,,"",false
,,,,"FET Global L.P.","",0,,,"",false
,,,,"FET Global Holdings Limited","",0,,,"",false
,,,,"FET Holdings LLC","",0,,,"",false
,,,,"FET Worldwide L.P.","",0,,,"",false
,,,,"Forum Canada ULC","",0,,,"",false
,,,,"Forum Global Tubing L.P.","",0,,,"",false
,,,,"Forum Global Tubing LLC","",0,,,"",false
,,,,"Forum International Holdings, Inc.","",0,,,"",false
,,,,"Forum US, Inc.","",0,,,"",false
,,,,"Forum Worldwide Holdings Limited","",0,,,"",false
,,,,"Global Tubing LLC","",0,,,"",false
,,,,"Variperm Holdings Ltd.","",0,,,"",false
000093905725000075,EX-21,"https://www.sec.gov/Archives/edgar/data/1401564/000093905725000075/ffnw-20241231x10kexx21.htm",Nested,"First Financial Northwest, Inc.","",0,,,"",false
,,,,"First Financial Northwest, Inc.","",0,,,"",false
000143774925005496,EX-21,"https://www.sec.gov/Archives/edgar/data/1401667/000143774925005496/ex/761877.htm",Nested,"Puma Biotechnology B.V.","",0,,,"",false
000140191425000012,EX-21,"https://www.sec.gov/Archives/edgar/data/1401914/000140191425000012/dare-20241231xex211.htm",Nested,"Daré Bioscience Operations, Inc.","Delaware",0,,,"",false
,,,,"Daré Bioscience Australia Pty Ltd","Australia",0,,,"",false
,,,,"Pear Tree Pharmaceuticals, Inc.","Delaware",0,,,"",false
,,,,"Daré MBI Inc.","Delaware",0,,,"",false
000140205725000018,EX-21,"https://www.sec.gov/Archives/edgar/data/1402057/000140205725000018/cdw-20241231x10kxex211.htm",Nested,"CDW LLC","",0,,,"",false
,,,,"CDW Finance Corporation","",0,,,"",false
,,,,"CDW Technologies LLC","",0,,,"",false
,,,,"CDW Direct, LLC","",0,,,"",false
,,,,"CDW Government LLC","",0,,,"",false
,,,,"CDW Logistics LLC","",0,,,"",false
,,,,"CDW Canada Corp.","",0,,,"",false
,,,,"CDW NA Limited","",0,,,"",false
,,,,"CDW International Holdings Limited","",0,,,"",false
,,,,"CDW Finance Bidco Limited","",0,,,"",false
,,,,"CDW Finance Holdings Limited","",0,,,"",false
,,,,"CDW Limited","",0,,,"",false
,,,,"CDW Finance Topco Limited","",0,,,"",false
,,,,"Sirius Computer Solutions, LLC","",0,,,"",false
000095017025030421,EX-21,"https://www.sec.gov/Archives/edgar/data/1402436/000095017025030421/ssnc-ex21.htm",Nested,"Advent Software, Inc.","",0,,,"",false
,,,,"ALPS Advisors, Inc.","",0,,,"",false
,,,,"ALPS Alternative Investment Services, LLC","",0,,,"",false
,,,,"ALPS Distributors, Inc.","",0,,,"",false
,,,,"ALPS Fund Services, Inc.","",0,,,"",false
,,,,"ALPS Holdings, Inc.","",0,,,"",false
,,,,"ALPS Portfolio Solutions Distributor, Inc.","",0,,,"",false
,,,,"Battea Class Action Services, LLC","",0,,,"",false
,,,,"Battea FX Derivatives Group, LLC","",0,,,"",false
,,,,"Battea Global Litigation Research, Inc.","",0,,,"",false
,,,,"Battea Litigation Monitoring Exchange, LLC","",0,,,"",false
,,,,"Broadway Development, L.L.C.","",0,,,"",false
,,,,"Complete Financial Ops, Inc.","",0,,,"",false
,,,,"DomaniRx, LLC","",0,,,"",false
,,,,"DST Asset Manager Solutions, Inc.","",0,,,"",false
,,,,"DST Global Solutions LLC","",0,,,"",false
,,,,"DST Health Solutions, LLC","",0,,,"",false
,,,,"DST Healthcare Holdings, Inc.","",0,,,"",false
,,,,"DST Output Summit Development Corporation","",0,,,"",false
,,,,"DST Pershing Realty, Inc.","",0,,,"",false
,,,,"DST Pharmacy Solutions, Inc.","",0,,,"",false
,,,,"DST Realty Masskan, LLC","",0,,,"",false
,,,,"DST Realty, Inc.","",0,,,"",false
,,,,"DST Technologies, Inc.","",0,,,"",false
,,,,"DST UK Leasing I, LLC","",0,,,"",false
,,,,"DST UK Leasing II, LLC","",0,,,"",false
,,,,"DST UK Realty, LLC","",0,,,"",false
,,,,"DSTi US, LLC","",0,,,"",false
,,,,"Eleventh Street Corridor Development Corporation","",0,,,"",false
,,,,"Eze Castle Software LLC","",0,,,"",false
,,,,"Eze Castle Transaction Services LLC","",0,,,"",false
,,,,"Financial Models Company Ltd.","",0,,,"",false
,,,,"Hillside Properties Corporation","",0,,,"",false
,,,,"IFDS GP, Inc.","",0,,,"",false
,,,,"Innovest Systems, LLC","",0,,,"",false
,,,,"Intralinks, Inc.","",0,,,"",false
,,,,"Millennium Consulting Services, LLC","",0,,,"",false
,,,,"Millennium Seminar Services, LLC","",0,,,"",false
,,,,"PDS Systems, Inc.","",0,,,"",false
,,,,"Second Street Securities, Inc.","",0,,,"",false
,,,,"SS&C Brokerage Solutions, LLC","",0,,,"",false
,,,,"SS&C Financial Services LLC","",0,,,"",false
,,,,"SS&C Financing LLC","",0,,,"",false
,,,,"SS&C GIDS, Inc.","",0,,,"",false
,,,,"SS&C Market Services, LLC","",0,,,"",false
,,,,"SS&C Retirement Solutions, LLC","",0,,,"",false
,,,,"SS&C Technologies Connecticut LLC","",0,,,"",false
,,,,"SS&C Technologies, Inc.","",0,,,"",false
,,,,"Vermont Western Assurance, Inc.","",0,,,"",false
,,,,"West Side Investment Management, Inc.","",0,,,"",false
,,,,"Winchester Business Center, Inc.","",0,,,"",false
,,,,"SS&C Limited","",0,,,"Canada",false
,,,,"SS&C Fund Administration Company","",0,,,"",false
,,,,"SS&C Technologies Canada Corp.","",0,,,"",false
,,,,"Blue Prism Pty. Ltd.","",0,,,"",false
000140316125000089,EX-21,"https://www.sec.gov/Archives/edgar/data/1403161/000140316125000089/vex211093025.htm",Nested,"Visa Europe Limited","",0,,,"",false
,,,,"Visa International Service Association","",0,,,"",false
,,,,"Visa U.S.A. Inc.","",0,,,"",false
,,,,"Visa Worldwide Pte. Limited","",0,,,"",false
000140347525000026,EX-21,"https://www.sec.gov/Archives/edgar/data/1403475/000140347525000026/bmrc-ex2101/20241231x10xk.htm",Nested,"Bank of Marin","California",0,,,"",false
000140352825000013,EX-21,"https://www.sec.gov/Archives/edgar/data/1403528/000140352825000013/exhibit211final31725.htm",Nested,"Oaktree Capital I,L.P.","USA",0,,,"",false
,,,,"Brookfield OCM Holdings II, LLC","USA",0,,,"",false
,,,,"Brookfield OCM Holdings, LLC","USA",0,,,"",false
,,,,"Oaktree Opportunities Fund XI , L.P.","Cayman Islands",0,,,"Parallel",false
,,,,"Oaktree Opportunities Fund XI AIV , L.P.","Cayman Islands",0,,,"Parallel, Cayman",false
,,,,"Oaktree Opportunities Fund XI AIV , L.P.","USA",0,,,"Parallel, Delaware",false
,,,,"Oaktree Opportunities Fund XI Holdings , L.P.","Cayman Islands",0,,,"Cayman",false
,,,,"Oaktree Opportunities Fund XI Holdings , L.P.","USA",0,,,"Delaware",false
,,,,"OCM Luxembourg Opps XI Sarl","Luxembourg",0,,,"",false
,,,,"Oaktree Opportunities Fund XI REIT, LLC","USA",0,,,"",false
,,,,"Oaktree Opportunities Fund XII , L.P.","Cayman Islands",0,,,"Parallel",false
,,,,"Oaktree Opportunities Fund XII AIV 2 , L.P.","Cayman Islands",0,,,"Parallel, Cayman",false
,,,,"Oaktree Opportunities Fund XII AIV 1 , L.P.","Cayman Islands",0,,,"Parallel, Cayman",false
,,,,"Oaktree Opportunities Fund XII Holdings , L.P.","Cayman Islands",0,,,"Cayman",false
,,,,"Oaktree Opportunities Fund XII Holdings , L.P.","USA",0,,,"Delaware",false
,,,,"OCM Luxembourg OPPS XII S.à r.l.","Luxembourg",0,,,"",false
,,,,"Oaktree Opportunities XII Holdings Pte. Ltd.","Singapore",0,,,"Singapore",false
000155837025003810,EX-21,"https://www.sec.gov/Archives/edgar/data/1403568/000155837025003810/ulta-20250201xex21.htm",Nested,"Ulta Salon, Cosmetics & Fragrance, Inc.","​",1,,,"",true
,,,,"Ulta Inc.","​",1,,,"",true
,,,,"Ulta Beauty Credit Services Corporation","​",0,,,"",false
,,,,"Ulta Beauty Cosmetics, LLC","​",0,,,"",false
,,,,"Ulta Beauty Distribution, LLC","​",0,,,"",false
000095017025018873,EX-21,"https://www.sec.gov/Archives/edgar/data/1404655/000095017025018873/hubs-ex21/1.htm",Nested,"APIHub, Inc. d/b/a ClearbitHubSpot Asia Pte. Ltd.","",0,,,"",false
,,,,"HubSpot Australia Pty LtdHubSpot BelgiumHubSpot Canada Inc.","",0,,,"",false
000140491225000015,EX-21,"https://www.sec.gov/Archives/edgar/data/1404912/000140491225000015/kkr-20241231xex211subsidia.htm",Nested,"2023 Bear Holdings LLC","",0,,,"",false
,,,,"76KK","",0,,,"",false
,,,,"9W Halo Parent LLC","",0,,,"",false
,,,,"Accordia Life and Annuity Company","",0,,,"",false
,,,,"Aerosmith Holdings LLC","",0,,,"",false
,,,,"Alamo GP LLC","",0,,,"",false
,,,,"Allstar CoInvest GP LLC","",0,,,"",false
,,,,"ASF Walter CoInvest GP Limited","",0,,,"",false
,,,,"Avoca Capital Jersey Unlimited","",0,,,"",false
,,,,"Avoca Capital Property Unlimited Company","",0,,,"",false
,,,,"Avoca Capital Unlimited Company","",0,,,"",false
,,,,"Bobcat Funded 2021A Holdings LLC","",0,,,"",false
,,,,"Bobcat Funded 2021A Investors L.P.","",0,,,"",false
,,,,"Brunswick Asset Holdings LLC","",0,,,"Overseas",false
,,,,"Brunswick Asset Holdings LLC","",0,,,"",false
,,,,"Bulldog Investment Holdings GP LLC","",0,,,"",false
,,,,"Cape Verity I, Inc.","",0,,,"",false
,,,,"Cape Verity III, Inc.","",0,,,"",false
,,,,"Capstone Europe Limited","",0,,,"",false
,,,,"Capstone Limited","",0,,,"",false
,,,,"Capstone Purchasing LLC","",0,,,"",false
,,,,"Cavalry Feeder GP LLC","",0,,,"",false
,,,,"Clover Debt Aggregator A GP LLC","",0,,,"",false
,,,,"Coastal Oak Infrastructure Partners GP LLC","",0,,,"",false
,,,,"Commonwealth Annuity & Life Insurance Company","",0,,,"",false
,,,,"CPS S.à r.l.","",0,,,"Lux",false
,,,,"CPS LLC","",0,,,"US",false
,,,,"CPS Associates SCSp","",0,,,"Lux",false
,,,,"CPS Associates L.P.","",0,,,"US",false
,,,,"CPS Associates L.P.","",0,,,"",false
,,,,"CPS GP Limited","",0,,,"",false
,,,,"DBE Solar Holdco LLC","",0,,,"",false
,,,,"E1 Investment GP LLC","",0,,,"",false
,,,,"Echo Holdings GP Limited","",0,,,"",false
,,,,"Electron IM Pte. Ltd.","",0,,,"",false
,,,,"Electron Pte. Ltd.","",0,,,"",false
,,,,"Elephant Investment Holdings GP LLC","",0,,,"",false
,,,,"Emporium Holdco Inc.","",0,,,"",false
,,,,"Emporium TPO, LLC","",0,,,"",false
,,,,"eRESI Capital Holdco LLC","",0,,,"",false
,,,,"eRESI Capital LLC","",0,,,"",false
,,,,"eRESI Holdings Inc.","",0,,,"",false
000140549525000011,EX-21,"https://www.sec.gov/Archives/edgar/data/1405495/000140549525000011/ex21-subsidiarylistx202410.htm",Nested,"DRNC Holdings, Inc.","Delaware",0,,,"",false
